test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
FBtr0340495	FBgn0263511	-	X:5594254-5612865	young	old	OK	1.81226	1.02715	-0.819139	-1.55033	5e-05	0.000518851	yes
FBtr0340500	FBgn0265634	-	4:194731-195900	young	old	OK	2.92969	5.9714	1.02732	1.8423	5e-05	0.000518851	yes
FBtr0340553	FBgn0261871	-	2L:10917014-10964153	young	old	OK	5.81349	3.45605	-0.750278	-1.71942	5e-05	0.000518851	yes
FBtr0340612	FBgn0031057	-	X:19683807-19687658	young	old	OK	37.2281	46.6661	0.325982	1.16775	5e-05	0.000518851	yes
FBtr0340616	FBgn0030828	-	X:17215303-17217365	young	old	OK	58.9652	38.2755	-0.623441	-2.07345	5e-05	0.000518851	yes
FBtr0340656	FBgn0085447	-	3L:5657912-5749599	young	old	OK	31.0911	14.6209	-1.08847	-1.60125	5e-05	0.000518851	yes
FBtr0340670	FBgn0052758	-	X:5719373-5738031	young	old	OK	28.2934	21.0905	-0.423873	-1.42871	5e-05	0.000518851	yes
FBtr0340706	FBgn0035385	-	3L:3001715-3011860	young	old	OK	5.09117	2.87676	-0.823553	-1.5714	5e-05	0.000518851	yes
FBtr0340721	FBgn0265759	-	3L:17631389-17632253	young	old	OK	5.18376	2.14266	-1.2746	-1.87755	5e-05	0.000518851	yes
FBtr0342658	FBgn0085407	-	2L:7098187-7157695	young	old	OK	32.7707	16.3521	-1.00294	-2.04577	5e-05	0.000518851	yes
FBtr0342673	FBgn0034485	-	2R:20236234-20239429	young	old	OK	47.9211	26.3743	-0.861528	-2.88897	5e-05	0.000518851	yes
FBtr0342724	FBgn0265873	-	X:15077497-15081255	young	old	OK	6.92463	9.38992	0.439375	1.31974	5e-05	0.000518851	yes
FBtr0342746	FBgn0285944	-	X:16455026-16533096	young	old	OK	98.9084	54.4864	-0.860197	-2.50166	5e-05	0.000518851	yes
FBtr0342865	FBgn0265927	-	3L:11248128-11251001	young	old	OK	11.9415	4.64508	-1.36221	-1.75421	5e-05	0.000518851	yes
FBtr0342883	FBgn0085426	-	2R:21255164-21280995	young	old	OK	11.2258	6.02783	-0.897101	-2.51892	5e-05	0.000518851	yes
FBtr0342919	FBgn0032719	-	2L:18845183-18855110	young	old	OK	22.3215	13.7669	-0.697234	-1.33188	5e-05	0.000518851	yes
FBtr0342975	FBgn0265967	-	X:16901766-16912724	young	old	OK	1.08345	0.663253	-0.707998	-1.26944	5e-05	0.000518851	yes
FBtr0342992	FBgn0034731	-	2R:22454740-22476314	young	old	OK	12.5973	7.65255	-0.719107	-2.27659	5e-05	0.000518851	yes
FBtr0343001	FBgn0034741	-	2R:22597244-22605667	young	old	OK	9.17048	52.3537	2.51322	2.23606	5e-05	0.000518851	yes
FBtr0343046	FBgn0010194	-	X:18501400-18505405	young	old	OK	6.21399	4.56319	-0.445478	-1.26612	5e-05	0.000518851	yes
FBtr0343091	FBgn0259245	-	X:21422114-21457738	young	old	OK	6.80164	2.98564	-1.18784	-1.38542	5e-05	0.000518851	yes
FBtr0343116	FBgn0032704	-	2L:18704569-18705703	young	old	OK	55.8657	69.9756	0.32489	1.1102	5e-05	0.000518851	yes
FBtr0343129	FBgn0031771	-	2L:6060509-6062757	young	old	OK	49.5904	71.2613	0.523058	1.75746	5e-05	0.000518851	yes
FBtr0343160	FBgn0031835	-	2L:6568399-6601068	young	old	OK	42.5438	31.558	-0.430945	-1.53295	5e-05	0.000518851	yes
FBtr0343167	FBgn0053517	-	X:20004679-20062706	young	old	OK	7.93027	4.12608	-0.942598	-1.33251	5e-05	0.000518851	yes
FBtr0343173	FBgn0031089	-	X:20148123-20155514	young	old	OK	14.8997	9.20986	-0.694031	-1.27987	5e-05	0.000518851	yes
FBtr0343287	FBgn0053519	-	2R:23995542-24014254	young	old	OK	14.2351	8.58117	-0.73021	-2.30179	5e-05	0.000518851	yes
FBtr0343294	FBgn0029831	-	X:5988790-5992640	young	old	OK	1.06677	3.90161	1.87082	1.46252	5e-05	0.000518851	yes
FBtr0343301	FBgn0261794	-	2R:23907653-23925066	young	old	OK	47.8314	23.7821	-1.00808	-2.27117	5e-05	0.000518851	yes
FBtr0343305	FBgn0266044	-	2L:22169667-22170204	young	old	OK	1.135	3.4913	1.62107	1.54774	5e-05	0.000518851	yes
FBtr0343348	FBgn0029962	-	X:7826196-7842679	young	old	OK	8.87875	5.983	-0.569489	-1.70933	5e-05	0.000518851	yes
FBtr0343349	FBgn0030753	-	X:16441432-16446993	young	old	OK	13.478	19.2765	0.516242	1.25856	5e-05	0.000518851	yes
FBtr0343368	FBgn0040236	-	X:9273412-9283117	young	old	OK	14.3509	26.1683	0.866678	3.02043	5e-05	0.000518851	yes
FBtr0343369	FBgn0261260	-	X:9356633-9500129	young	old	OK	26.5403	34.8635	0.39353	1.27917	5e-05	0.000518851	yes
FBtr0343381	FBgn0030593	-	X:14839375-14953697	young	old	OK	112.901	31.2179	-1.85462	-2.52149	5e-05	0.000518851	yes
FBtr0343420	FBgn0045038	-	2L:7864641-7871432	young	old	OK	42.1741	32.4695	-0.377272	-1.28689	5e-05	0.000518851	yes
FBtr0343503	FBgn0035086	-	2R:24948644-24955677	young	old	OK	12.8548	7.06187	-0.86419	-2.46746	5e-05	0.000518851	yes
FBtr0343541	FBgn0266095	-	X:5790951-5791536	young	old	OK	84.0773	175.49	1.0616	3.49792	5e-05	0.000518851	yes
FBtr0343644	FBgn0259896	-	2L:13973157-13976769	young	old	OK	22.2285	34.8034	0.64682	1.89993	5e-05	0.000518851	yes
FBtr0343651	FBgn0086675	-	X:12917476-12950417	young	old	OK	10.8816	0.111533	-6.60828	-0.828349	5e-05	0.000518851	yes
FBtr0343675	FBgn0028916	-	2L:14334157-14345795	young	old	OK	11.4674	6.96316	-0.719723	-1.34611	5e-05	0.000518851	yes
FBtr0343727	FBgn0028644	-	2L:16000290-16041703	young	old	OK	8.07697	5.15191	-0.648708	-1.96692	5e-05	0.000518851	yes
FBtr0343762	FBgn0266181	-	3R:21783399-21822674	young	old	OK	227.51	144.784	-0.652028	-1.54858	5e-05	0.000518851	yes
FBtr0343817	FBgn0261804	-	2L:18159810-18275770	young	old	OK	10.4722	6.55474	-0.675953	-1.66526	5e-05	0.000518851	yes
FBtr0343890	FBgn0266227	-	3R:4375083-4377600	young	old	OK	150.282	81.5646	-0.881653	-3.16039	5e-05	0.000518851	yes
FBtr0344084	FBgn0036926	-	3L:19991886-19997568	young	old	OK	35.509	16.2164	-1.13073	-1.36988	5e-05	0.000518851	yes
FBtr0344102	FBgn0266354	-	X:16969068-17066732	young	old	OK	9.97934	5.7529	-0.794657	-1.26974	5e-05	0.000518851	yes
FBtr0344110	FBgn0039965	-	X:23013494-23016586	young	old	OK	16.3557	9.21969	-0.827003	-1.8919	5e-05	0.000518851	yes
FBtr0344146	FBgn0261509	-	2L:1555128-1611157	young	old	OK	3.3089	1.34946	-1.29397	-1.65376	5e-05	0.000518851	yes
FBtr0344238	FBgn0263456	-	3L:9137859-9145693	young	old	OK	42.3664	16.1392	-1.39235	-2.3927	5e-05	0.000518851	yes
FBtr0344283	FBgn0261552	-	3R:9417939-9455500	young	old	OK	75.733	35.5344	-1.0917	-1.46773	5e-05	0.000518851	yes
FBtr0344317	FBgn0013995	-	3R:20978182-21015613	young	old	OK	16.5475	9.57345	-0.789499	-1.77568	5e-05	0.000518851	yes
FBtr0344377	FBgn0041188	-	3R:15408422-15417277	young	old	OK	43.9062	34.2546	-0.358128	-1.24917	5e-05	0.000518851	yes
FBtr0344444	FBgn0266451	-	3R:10768000-10777374	young	old	OK	252.779	353.727	0.484764	1.17718	5e-05	0.000518851	yes
FBtr0344465	FBgn0016976	-	X:22980721-23004648	young	old	OK	56.9613	31.4913	-0.855029	-1.45403	5e-05	0.000518851	yes
FBtr0344594	FBgn0266414	-	3R:10083380-10090525	young	old	OK	0.75549	2.2701	1.58727	2.34646	5e-05	0.000518851	yes
FBtr0344607	FBgn0040571	-	3R:20036420-20056097	young	old	OK	5.74114	3.27771	-0.808649	-1.10886	5e-05	0.000518851	yes
FBtr0344616	FBgn0085582	-	2R:1070656-1071319	young	old	OK	1.4249	4.1287	1.53483	1.45412	5e-05	0.000518851	yes
FBtr0344643	FBgn0038160	-	3R:13607077-13609246	young	old	OK	1.21269	8.52641	2.81373	3.47657	5e-05	0.000518851	yes
FBtr0344663	FBgn0031414	-	2L:2307947-2358944	young	old	OK	28.9876	21.6395	-0.421769	-1.5088	5e-05	0.000518851	yes
FBtr0344664	FBgn0039465	-	3R:26961063-26964817	young	old	OK	73.4292	28.8376	-1.3484	-1.9485	5e-05	0.000518851	yes
FBtr0344740	FBgn0037236	-	3R:4334878-4337674	young	old	OK	1.51331	3.03779	1.00532	1.58887	5e-05	0.000518851	yes
FBtr0344756	FBgn0029118	-	3L:5561700-5563691	young	old	OK	5.10444	8.18919	0.681968	1.55717	5e-05	0.000518851	yes
FBtr0344770	FBgn0053531	-	2L:6253122-6323466	young	old	OK	8.41677	5.81745	-0.532879	-1.58218	5e-05	0.000518851	yes
FBtr0344822	FBgn0002917	-	X:14266366-14277416	young	old	OK	15.654	10.8264	-0.531984	-1.88344	5e-05	0.000518851	yes
FBtr0344849	FBgn0284248	-	2L:16719931-16722644	young	old	OK	538.084	352.221	-0.611351	-2.014	5e-05	0.000518851	yes
FBtr0344910	FBgn0036165	-	3L:11487549-11499055	young	old	OK	79.7773	40.243	-0.987241	-1.67504	5e-05	0.000518851	yes
FBtr0344949	FBgn0040823	-	3L:9974650-10139360	young	old	OK	7.41868	4.69855	-0.658946	-2.00971	5e-05	0.000518851	yes
FBtr0344996	FBgn0259209	-	2R:24074601-24078223	young	old	OK	86.6947	167.336	0.94873	2.3097	5e-05	0.000518851	yes
FBtr0345019	FBgn0033453	-	2R:9842685-9846485	young	old	OK	10.1353	15.4927	0.612211	1.19923	5e-05	0.000518851	yes
FBtr0345030	FBgn0000116	-	3L:9048780-9066027	young	old	OK	817.104	399.102	-1.03376	-3.03401	5e-05	0.000518851	yes
FBtr0345061	FBgn0266691	-	3L:27135183-27136049	young	old	OK	1.58051	12.2708	2.95676	3.47453	5e-05	0.000518851	yes
FBtr0345072	FBgn0263257	-	X:15386037-15441252	young	old	OK	25.6289	16.5623	-0.629873	-1.35552	5e-05	0.000518851	yes
FBtr0345150	FBgn0266705	-	3R:10876383-10879319	young	old	OK	1.36302	8.27904	2.60266	1.90716	5e-05	0.000518851	yes
FBtr0345168	FBgn0038237	-	3R:14513900-14558304	young	old	OK	23.4744	14.9115	-0.654665	-1.30974	5e-05	0.000518851	yes
FBtr0345197	FBgn0026869	-	4:501809-557854	young	old	OK	15.5647	6.29209	-1.30667	-1.5828	5e-05	0.000518851	yes
FBtr0345229	FBgn0000454	-	3R:13782287-13785676	young	old	OK	14.6653	23.8679	0.702665	1.56505	5e-05	0.000518851	yes
FBtr0345343	FBgn0036319	-	3L:12853645-12861305	young	old	OK	11.8911	6.8728	-0.790912	-1.75415	5e-05	0.000518851	yes
FBtr0345352	FBgn0002565	-	3L:12129102-12131869	young	old	OK	23.9509	2.69171	-3.15348	-1.13771	5e-05	0.000518851	yes
FBtr0345356	FBgn0034588	-	2R:21101927-21123704	young	old	OK	49.1171	28.0534	-0.808049	-2.13862	5e-05	0.000518851	yes
FBtr0345381	FBgn0035285	-	3L:1865429-1869491	young	old	OK	49.4329	30.8426	-0.68055	-1.38399	5e-05	0.000518851	yes
FBtr0345419	FBgn0029082	-	2R:15011395-15042134	young	old	OK	2.8948	1.71882	-0.752043	-1.87353	5e-05	0.000518851	yes
FBtr0345431	FBgn0259213	-	2L:14907488-14972300	young	old	OK	12.0488	9.182	-0.392007	-1.32523	5e-05	0.000518851	yes
FBtr0345432	FBgn0264443	-	2L:19968683-20017282	young	old	OK	7.67715	4.59888	-0.73929	-2.06322	5e-05	0.000518851	yes
FBtr0345481	FBgn0261611	-	2R:12279770-12302240	young	old	OK	7.0955	4.04473	-0.810863	-1.4981	5e-05	0.000518851	yes
FBtr0345529	FBgn0033936	-	2R:14420323-14424764	young	old	OK	26.5778	14.6195	-0.862322	-1.85085	5e-05	0.000518851	yes
FBtr0345536	FBgn0029507	-	2R:7009497-7011739	young	old	OK	3.68911	16.087	2.12455	1.98408	5e-05	0.000518851	yes
FBtr0345588	FBgn0035165	-	3L:837860-839931	young	old	OK	18.2194	27.279	0.582311	1.22709	5e-05	0.000518851	yes
FBtr0345594	FBgn0035676	-	3L:6076721-6082491	young	old	OK	6.67245	4.0659	-0.714642	-2.02382	5e-05	0.000518851	yes
FBtr0345597	FBgn0028699	-	3L:4910367-4920198	young	old	OK	22.9269	9.21443	-1.31508	-2.24431	5e-05	0.000518851	yes
FBtr0345602	FBgn0035896	-	3L:8443041-8449377	young	old	OK	230.331	116.119	-0.988099	-3.44243	5e-05	0.000518851	yes
FBtr0345640	FBgn0284253	-	2L:3510327-3514656	young	old	OK	12.1575	15.6798	0.367061	1.23008	5e-05	0.000518851	yes
FBtr0345672	FBgn0053147	-	2R:18718113-18754675	young	old	OK	29.1649	19.6801	-0.567492	-1.88469	5e-05	0.000518851	yes
FBtr0345690	FBgn0264574	-	3L:914073-993788	young	old	OK	23.7276	16.322	-0.539747	-1.26792	5e-05	0.000518851	yes
FBtr0345859	FBgn0262533	-	3L:17874714-17876573	young	old	OK	1.25479	3.27219	1.38282	1.8044	5e-05	0.000518851	yes
FBtr0345963	FBgn0267012	-	2L:9325844-9326721	young	old	OK	27.0307	15.3995	-0.811711	-1.80683	5e-05	0.000518851	yes
FBtr0345964	FBgn0267013	-	2L:9327038-9327553	young	old	OK	108.683	43.4701	-1.32203	-3.15318	5e-05	0.000518851	yes
FBtr0346054	FBgn0267073	-	X:5428482-5429256	young	old	OK	1.92263	5.6655	1.55913	2.07983	5e-05	0.000518851	yes
FBtr0346074	FBgn0042119	-	3L:6131241-6132109	young	old	OK	339.707	144.918	-1.22905	-3.96163	5e-05	0.000518851	yes
FBtr0346076	FBgn0026570	-	3L:2169552-2170971	young	old	OK	6.47778	9.64288	0.573966	1.31847	5e-05	0.000518851	yes
FBtr0346091	FBgn0030521	-	X:13779846-13782170	young	old	OK	130.777	175.481	0.42421	1.49051	5e-05	0.000518851	yes
FBtr0346104	FBgn0267089	-	X:7445386-7450119	young	old	OK	5.3901	1.5837	-1.76701	-4.39949	5e-05	0.000518851	yes
FBtr0346114	FBgn0038282	-	3R:15054929-15077206	young	old	OK	37.3218	26.9607	-0.469163	-1.69368	5e-05	0.000518851	yes
FBtr0346137	FBgn0283535	-	3R:5591762-5595356	young	old	OK	75.7203	29.3577	-1.36694	-2.65843	5e-05	0.000518851	yes
FBtr0346195	FBgn0262828	-	X:7450382-7452199	young	old	OK	10.5715	2.62002	-2.01253	-2.20114	5e-05	0.000518851	yes
FBtr0346196	FBgn0262828	-	X:7450382-7452199	young	old	OK	7.5629	2.58293	-1.54993	-2.58011	5e-05	0.000518851	yes
FBtr0346232	FBgn0267160	-	3R:15135137-15141715	young	old	OK	45.2146	33.1233	-0.448944	-1.33158	5e-05	0.000518851	yes
FBtr0346235	FBgn0267157	-	3R:4279672-4280057	young	old	OK	6.4259	2.48484	-1.37075	-1.41114	5e-05	0.000518851	yes
FBtr0346252	FBgn0267142	-	3R:12244988-12245353	young	old	OK	1.43155	5.29271	1.88643	1.65842	5e-05	0.000518851	yes
FBtr0346343	FBgn0083975	-	3R:20204808-20245473	young	old	OK	6.31966	3.8832	-0.702603	-2.11869	5e-05	0.000518851	yes
FBtr0346380	FBgn0020272	-	X:21388976-21391533	young	old	OK	1.1469	2.15403	0.909294	1.57265	5e-05	0.000518851	yes
FBtr0346533	FBgn0036851	-	3L:19105380-19138975	young	old	OK	12.4134	8.1523	-0.606619	-1.93544	5e-05	0.000518851	yes
FBtr0346536	FBgn0016694	-	3L:7811457-7867369	young	old	OK	232.26	162.59	-0.514505	-1.17139	5e-05	0.000518851	yes
FBtr0346604	FBgn0267322	-	3L:22960929-22961668	young	old	OK	12.4089	7.13715	-0.797953	-1.55678	5e-05	0.000518851	yes
FBtr0346605	FBgn0267323	-	3L:6786659-6787105	young	old	OK	3.31612	0.993841	-1.73841	-1.4077	5e-05	0.000518851	yes
FBtr0346638	FBgn0037894	-	3R:11412521-11416142	young	old	OK	5.55425	8.23924	0.568921	1.46676	5e-05	0.000518851	yes
FBtr0346716	FBgn0264922	-	2L:6966779-6967644	young	old	OK	68.611	98.0323	0.514817	1.31832	5e-05	0.000518851	yes
FBtr0346729	FBgn0266801	-	3R:8364327-8477617	young	old	OK	9.98004	5.47215	-0.866937	-2.11496	5e-05	0.000518851	yes
FBtr0346768	FBgn0267429	-	3L:25236939-25670980	young	old	OK	92.5215	64.1838	-0.527579	-1.86887	5e-05	0.000518851	yes
FBtr0346895	FBgn0267519	-	X:23214451-23217140	young	old	OK	2.76328	1.62403	-0.766802	-1.50871	5e-05	0.000518851	yes
FBtr0346903	FBgn0267520	-	X:23270801-23271158	young	old	OK	8.11778	3.63888	-1.15759	-1.24297	5e-05	0.000518851	yes
FBtr0346949	FBgn0050269	-	2R:22667154-22668848	young	old	OK	4.9263	8.30918	0.754201	1.40886	5e-05	0.000518851	yes
FBtr0346992	FBgn0267578	-	2R:9309295-9389467	young	old	OK	41.6252	25.6975	-0.695826	-1.20334	5e-05	0.000518851	yes
FBtr0347001	FBgn0005658	-	3L:6097616-6123913	young	old	OK	6.91375	4.53133	-0.609532	-1.72982	5e-05	0.000518851	yes
FBtr0347130	FBgn0267665	-	3L:10286899-10320600	young	old	OK	0.703331	0.361366	-0.960744	-2.22562	5e-05	0.000518851	yes
FBtr0347200	FBgn0024491	-	3R:16181019-16197584	young	old	OK	1.62329	9.86624	2.60358	2.47049	5e-05	0.000518851	yes
FBtr0347362	FBgn0024912	-	3R:6657881-6660100	young	old	OK	3.74669	8.99161	1.26296	1.64457	5e-05	0.000518851	yes
FBtr0347363	FBgn0259212	-	3R:5150907-5217456	young	old	OK	4.60433	1.61408	-1.51228	-2.21272	5e-05	0.000518851	yes
FBtr0347365	FBgn0037232	-	3R:4311554-4319069	young	old	OK	11.0403	6.45788	-0.773644	-1.50315	5e-05	0.000518851	yes
FBtr0347400	FBgn0263354	-	2L:13415430-13500427	young	old	OK	38.7334	21.5201	-0.847895	-1.99859	5e-05	0.000518851	yes
FBtr0347598	FBgn0044328	-	3L:9787045-9808713	young	old	OK	21.2842	10.6501	-0.998912	-1.41719	5e-05	0.000518851	yes
FBtr0347603	FBgn0019940	-	3R:15483157-15484699	young	old	OK	357.075	535.753	0.58534	1.97839	5e-05	0.000518851	yes
FBtr0392903	FBgn0051550	-	3R:5485542-5489489	young	old	OK	16.2679	12.4762	-0.382851	-1.2422	5e-05	0.000518851	yes
FBtr0392909	FBgn0267431	-	3R:567075-2532932	young	old	OK	0.962341	0.325671	-1.56313	-2.64383	5e-05	0.000518851	yes
FBtr0392911	FBgn0039229	-	3R:24817463-24822350	young	old	OK	26.1669	18.04	-0.536545	-1.79848	5e-05	0.000518851	yes
FBtr0433493	FBgn0262483	-	3R:15374634-15402543	young	old	OK	25.5131	15.2214	-0.74514	-1.89186	5e-05	0.000518851	yes
FBtr0433501	FBgn0013684	-	mitochondrion_genome:6408-8125	young	old	OK	2063.72	1469.5	-0.489916	-1.22855	5e-05	0.000518851	yes
FBtr0433516	FBgn0262477	-	3R:9726019-9730872	young	old	OK	31.6282	10.603	-1.57673	-3.33669	5e-05	0.000518851	yes
FBtr0452140	FBgn0000448	-	2R:10203994-10237348	young	old	OK	25.8153	15.1665	-0.767336	-1.38661	5e-05	0.000518851	yes
FBtr0452144	FBgn0028675	-	2L:10182556-10199117	young	old	OK	0.864601	1.35868	0.652103	1.44884	5e-05	0.000518851	yes
FBtr0473374	FBgn0286028	-	3L:22570363-22572033	young	old	OK	3.93023	2.17467	-0.853818	-1.57562	5e-05	0.000518851	yes
FBtr0473405	FBgn0039656	-	3R:29235321-29238723	young	old	OK	11.6088	18.8443	0.698906	2.19799	5e-05	0.000518851	yes
FBtr0071035	FBgn0027106	-	X:6991611-6993612	young	old	OK	1.48889	0.789475	-0.915276	-1.21143	0.0001	0.000982907	yes
FBtr0071532	FBgn0034577	-	2R:21057786-21060547	young	old	OK	35.2693	45.4831	0.366916	1.2347	0.0001	0.000982907	yes
FBtr0071624	FBgn0034605	-	2R:21215434-21217779	young	old	OK	15.95	22.3855	0.489004	1.19317	0.0001	0.000982907	yes
FBtr0071739	FBgn0034664	-	2R:21835447-21836357	young	old	OK	6.79805	4.17688	-0.702695	-1.17426	0.0001	0.000982907	yes
FBtr0072241	FBgn0028411	-	2R:23809235-23811974	young	old	OK	17.7524	26.1026	0.556177	1.11016	0.0001	0.000982907	yes
FBtr0072325	FBgn0035046	-	2R:24664397-24666022	young	old	OK	33.2711	19.9905	-0.734956	-1.1336	0.0001	0.000982907	yes
FBtr0072712	FBgn0020248	-	3L:1475437-1489547	young	old	OK	0.398651	1.06963	1.42391	1.26806	0.0001	0.000982907	yes
FBtr0073264	FBgn0260985	-	3L:4134859-4136038	young	old	OK	2.1296	3.61028	0.761529	1.20004	0.0001	0.000982907	yes
FBtr0073656	FBgn0030408	-	X:12616315-12621216	young	old	OK	1.30354	0.622781	-1.06564	-1.30533	0.0001	0.000982907	yes
FBtr0074014	FBgn0030634	-	X:15380370-15385441	young	old	OK	7.62424	5.00382	-0.607563	-1.08285	0.0001	0.000982907	yes
FBtr0074238	FBgn0004432	-	X:16313708-16320370	young	old	OK	273.95	339.562	0.309763	1.08239	0.0001	0.000982907	yes
FBtr0074520	FBgn0283471	-	X:18105567-18116922	young	old	OK	97.3028	175.392	0.850027	1.42765	0.0001	0.000982907	yes
FBtr0075757	FBgn0052137	-	3L:13939249-13962647	young	old	OK	21.3491	27.6124	0.371142	1.09916	0.0001	0.000982907	yes
FBtr0075863	FBgn0036354	-	3L:13388298-13390006	young	old	OK	1.86855	3.02307	0.694096	1.19431	0.0001	0.000982907	yes
FBtr0075898	FBgn0036333	-	3L:13011975-13015332	young	old	OK	18.2047	23.012	0.338078	1.16702	0.0001	0.000982907	yes
FBtr0076343	FBgn0025866	-	3L:9888761-9894743	young	old	OK	12.9512	17.0943	0.400423	1.17029	0.0001	0.000982907	yes
FBtr0076403	FBgn0036038	-	3L:9723422-9726706	young	old	OK	3.16413	4.41283	0.479894	1.1894	0.0001	0.000982907	yes
FBtr0076822	FBgn0035805	-	3L:7640797-7641648	young	old	OK	11.8084	16.9889	0.52478	1.19853	0.0001	0.000982907	yes
FBtr0077189	FBgn0020369	-	X:21307585-21317663	young	old	OK	14.1749	18.9528	0.41907	1.18252	0.0001	0.000982907	yes
FBtr0077452	FBgn0285948	-	2L:4457185-4458364	young	old	OK	535.152	667.407	0.318618	1.14512	0.0001	0.000982907	yes
FBtr0078369	FBgn0028663	-	3L:21539861-21541215	young	old	OK	124.269	157.014	0.33743	1.11531	0.0001	0.000982907	yes
FBtr0078629	FBgn0028690	-	3R:5789492-5791569	young	old	OK	26.8015	33.7328	0.331839	1.1181	0.0001	0.000982907	yes
FBtr0080232	FBgn0283682	-	2L:11095149-11100888	young	old	OK	23.3521	29.0653	0.315747	1.1322	0.0001	0.000982907	yes
FBtr0080570	FBgn0001961	-	2L:13827940-13829741	young	old	OK	4.08673	9.81015	1.26333	1.22384	0.0001	0.000982907	yes
FBtr0080768	FBgn0001987	-	2L:15756001-15762758	young	old	OK	4.20887	7.87078	0.903073	1.11498	0.0001	0.000982907	yes
FBtr0080860	FBgn0020416	-	2L:16400174-16450508	young	old	OK	135.773	193.215	0.509013	1.09646	0.0001	0.000982907	yes
FBtr0081428	FBgn0032899	-	2L:20865214-20867709	young	old	OK	62.9255	81.9837	0.381691	1.20078	0.0001	0.000982907	yes
FBtr0081461	FBgn0010395	-	2L:21053032-21071502	young	old	OK	0.543159	2.02366	1.89752	1.47081	0.0001	0.000982907	yes
FBtr0082093	FBgn0053105	-	3R:9685759-9692794	young	old	OK	38.6395	26.2911	-0.555502	-1.29125	0.0001	0.000982907	yes
FBtr0082420	FBgn0037926	-	3R:11650970-11655691	young	old	OK	6.47829	8.75807	0.435001	1.10787	0.0001	0.000982907	yes
FBtr0082534	FBgn0017581	-	3R:11750930-11764457	young	old	OK	216.831	286.139	0.400146	1.09787	0.0001	0.000982907	yes
FBtr0082662	FBgn0002905	-	3R:12705093-12712299	young	old	OK	0.588035	0.993768	0.757007	1.25203	0.0001	0.000982907	yes
FBtr0082684	FBgn0038092	-	3R:12916055-12934813	young	old	OK	10.7829	7.17022	-0.588656	-1.10238	0.0001	0.000982907	yes
FBtr0082825	FBgn0038179	-	3R:13765755-13767103	young	old	OK	5.04722	7.82162	0.631979	1.13642	0.0001	0.000982907	yes
FBtr0084113	FBgn0038894	-	3R:21664388-21671750	young	old	OK	1.26992	3.0952	1.2853	1.44115	0.0001	0.000982907	yes
FBtr0084172	FBgn0019957	-	3R:22027708-22029393	young	old	OK	35.9239	27.4979	-0.385622	-1.21097	0.0001	0.000982907	yes
FBtr0085048	FBgn0023179	-	3R:26697696-26714159	young	old	OK	80.6152	64.1705	-0.329142	-1.17846	0.0001	0.000982907	yes
FBtr0086054	FBgn0025693	-	2R:5774775-5782858	young	old	OK	16.3566	11.6473	-0.489877	-1.18266	0.0001	0.000982907	yes
FBtr0086249	FBgn0034538	-	2R:20646359-20661070	young	old	OK	18.6287	28.8089	0.62899	1.19156	0.0001	0.000982907	yes
FBtr0086774	FBgn0027836	-	2R:18168412-18172607	young	old	OK	4.48169	6.38108	0.509757	1.12737	0.0001	0.000982907	yes
FBtr0087285	FBgn0050089	-	2R:15727380-15762044	young	old	OK	4.42192	2.78342	-0.667815	-1.18344	0.0001	0.000982907	yes
FBtr0087621	FBgn0013733	-	2R:13864236-13942110	young	old	OK	29.1196	41.0734	0.496212	1.07298	0.0001	0.000982907	yes
FBtr0087747	FBgn0033820	-	2R:13256586-13257446	young	old	OK	436.643	694.83	0.670205	1.13121	0.0001	0.000982907	yes
FBtr0087765	FBgn0033809	-	2R:13214705-13219247	young	old	OK	3.41999	5.35802	0.64771	1.13836	0.0001	0.000982907	yes
FBtr0088217	FBgn0033544	-	2R:10729577-10738370	young	old	OK	138.977	92.2613	-0.59105	-1.24497	0.0001	0.000982907	yes
FBtr0088549	FBgn0029092	-	2R:9434668-9444937	young	old	OK	116.777	151.586	0.376377	1.1096	0.0001	0.000982907	yes
FBtr0088671	FBgn0033358	-	2R:8963163-8968184	young	old	OK	32.5789	25.4206	-0.357943	-1.08571	0.0001	0.000982907	yes
FBtr0089656	FBgn0028425	-	2L:12049417-12056042	young	old	OK	18.0347	26.9672	0.580433	1.12676	0.0001	0.000982907	yes
FBtr0089881	FBgn0021761	-	2L:11004819-11011086	young	old	OK	6.5943	8.72059	0.403207	1.16879	0.0001	0.000982907	yes
FBtr0089998	FBgn0023175	-	2R:9846635-9847836	young	old	OK	26.9058	35.8841	0.415429	1.22565	0.0001	0.000982907	yes
FBtr0100327	FBgn0032536	-	2L:13914724-13956188	young	old	OK	14.8047	20.4644	0.467063	1.12864	0.0001	0.000982907	yes
FBtr0100448	FBgn0016930	-	2L:14184477-14234126	young	old	OK	30.4209	21.2674	-0.516418	-1.23666	0.0001	0.000982907	yes
FBtr0100588	FBgn0285958	-	3L:11513704-11522713	young	old	OK	2.85472	4.78069	0.743867	1.20865	0.0001	0.000982907	yes
FBtr0110971	FBgn0034389	-	2R:18761757-18774824	young	old	OK	16.2094	22.1671	0.451593	1.17177	0.0001	0.000982907	yes
FBtr0112501	FBgn0085334	-	3R:4242784-4243146	young	old	OK	6.23681	0.500208	-3.64021	-2.59669	0.0001	0.000982907	yes
